"date","year","rep","store","paper","paper.type","unit.price","units.sold","total.sale"
"9908",2014-12-25,2014,"Thomas","Davenport","watercolor","sheet",0.77,3,2.31
"1938",2014-12-26,2014,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"5055",2014-12-26,2014,"Aman","Portland","drawing","roll",20.99,2,41.98
"8287",2014-12-26,2014,"Yue","Dublin","watercolor","block",19.34,1,19.34
"9411",2014-12-26,2014,"Yue","Dublin","drawing","pads",10.26,2,20.52
"2178",2014-12-27,2014,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"2488",2014-12-27,2014,"Ruisi","Dublin","watercolor","sheet",0.77,6,4.62
"2641",2014-12-27,2014,"Ruisi","Dublin","watercolor","block",19.34,2,38.68
"3797",2014-12-27,2014,"Yunzhu","Syracuse","watercolor","roll",97.99,1,97.99
"4694",2014-12-27,2014,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"5159",2014-12-27,2014,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"6170",2014-12-27,2014,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"7764",2014-12-27,2014,"Patrick","Syracuse","drawing","roll",20.99,2,41.98
"8956",2014-12-27,2014,"Mohit","Davenport","drawing","roll",20.99,1,20.99
"9165",2014-12-27,2014,"Ran","Dublin","watercolor","sheet",0.77,4,3.08
"9547",2014-12-27,2014,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"9562",2014-12-27,2014,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"1936",2014-12-28,2014,"Barakat","Portland","drawing","roll",20.99,1,20.99
"2188",2014-12-28,2014,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"2250",2014-12-28,2014,"Barakat","Portland","watercolor","roll",97.99,1,97.99
"2277",2014-12-28,2014,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"2506",2014-12-28,2014,"Aman","Portland","drawing","journal",24.94,2,49.88
"2654",2014-12-28,2014,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"2746",2014-12-28,2014,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"7259",2014-12-28,2014,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"7501",2014-12-28,2014,"Aman","Portland","watercolor","pad",12.15,1,12.15
"8055",2014-12-28,2014,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"9386",2014-12-28,2014,"Aman","Portland","drawing","pads",10.26,1,10.26
"9737",2014-12-28,2014,"Mohit","Davenport","drawing","pads",10.26,4,41.04
"1982",2014-12-29,2014,"Ruisi","Dublin","watercolor","sheet",0.77,6,4.62
"4861",2014-12-29,2014,"Ran","Dublin","watercolor","block",19.34,1,19.34
"7348",2014-12-29,2014,"Ran","Dublin","drawing","pads",10.26,1,10.26
"343",2014-12-30,2014,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"2789",2014-12-30,2014,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"3420",2014-12-30,2014,"Arijit","Syracuse","drawing","roll",20.99,1,20.99
"4835",2014-12-30,2014,"Ran","Dublin","watercolor","sheet",0.77,10,7.7
"72",2014-12-31,2014,"Mohit","Davenport","drawing","roll",20.99,1,20.99
"1559",2014-12-31,2014,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"1646",2014-12-31,2014,"Ran","Dublin","watercolor","block",19.34,1,19.34
"4930",2014-12-31,2014,"Barakat","Portland","watercolor","sheet",0.77,12,9.24
"6544",2014-12-31,2014,"Barakat","Portland","drawing","roll",20.99,2,41.98
"584",2015-01-01,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,9,6.93
"936",2015-01-01,2015,"Aman","Portland","watercolor","roll",97.99,1,97.99
"1808",2015-01-01,2015,"Yue","Dublin","drawing","pads",10.26,1,10.26
"2695",2015-01-01,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"3918",2015-01-01,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"4382",2015-01-01,2015,"Arijit","Syracuse","drawing","roll",20.99,1,20.99
"8276",2015-01-01,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"8999",2015-01-01,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"9765",2015-01-01,2015,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"614",2015-01-02,2015,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"2018",2015-01-02,2015,"Barakat","Portland","drawing","pads",10.26,3,30.78
"2289",2015-01-02,2015,"Arijit","Syracuse","drawing","roll",20.99,1,20.99
"2495",2015-01-02,2015,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"2899",2015-01-02,2015,"Barakat","Portland","drawing","pads",10.26,2,20.52
"7460",2015-01-02,2015,"Arijit","Syracuse","watercolor","sheet",0.77,8,6.16
"8094",2015-01-02,2015,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"9542",2015-01-02,2015,"Yue","Dublin","watercolor","block",19.34,1,19.34
"60",2015-01-03,2015,"Aman","Portland","drawing","roll",20.99,1,20.99
"865",2015-01-03,2015,"Arijit","Syracuse","watercolor","sheet",0.77,8,6.16
"1293",2015-01-03,2015,"Patrick","Syracuse","watercolor","pad",12.15,2,24.3
"3604",2015-01-03,2015,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"3870",2015-01-03,2015,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"4399",2015-01-03,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"4697",2015-01-03,2015,"Ruisi","Dublin","drawing","pads",10.26,2,20.52
"5372",2015-01-03,2015,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"6099",2015-01-03,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"6444",2015-01-03,2015,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"7405",2015-01-03,2015,"Barakat","Portland","drawing","pads",10.26,1,10.26
"8504",2015-01-03,2015,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"9148",2015-01-03,2015,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"9789",2015-01-03,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"105",2015-01-04,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"3023",2015-01-04,2015,"Ran","Dublin","drawing","pads",10.26,1,10.26
"5604",2015-01-04,2015,"Yue","Dublin","drawing","pads",10.26,2,20.52
"5714",2015-01-04,2015,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"5931",2015-01-04,2015,"Yue","Dublin","drawing","pads",10.26,3,30.78
"5951",2015-01-04,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"6538",2015-01-04,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"9824",2015-01-04,2015,"Qiaoli","Portland","drawing","pads",10.26,4,41.04
"1816",2015-01-05,2015,"Arijit","Syracuse","watercolor","sheet",0.77,10,7.7
"3357",2015-01-05,2015,"Yue","Dublin","drawing","journal",24.94,1,24.94
"4215",2015-01-05,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"7503",2015-01-05,2015,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"7859",2015-01-05,2015,"Patrick","Syracuse","watercolor","sheet",0.77,8,6.16
"3711",2015-01-06,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"4475",2015-01-06,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"6003",2015-01-06,2015,"Yue","Dublin","watercolor","pad",12.15,3,36.45
"6311",2015-01-06,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"7619",2015-01-06,2015,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"931",2015-01-07,2015,"Arijit","Syracuse","watercolor","roll",97.99,1,97.99
"1240",2015-01-07,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"2557",2015-01-07,2015,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"3135",2015-01-07,2015,"Arinjay","Portland","watercolor","sheet",0.77,7,5.39
"3299",2015-01-07,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"3585",2015-01-07,2015,"Ran","Dublin","drawing","pads",10.26,1,10.26
"3766",2015-01-07,2015,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"5962",2015-01-07,2015,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"7026",2015-01-07,2015,"Thomas","Davenport","watercolor","sheet",0.77,7,5.39
"8865",2015-01-07,2015,"Ran","Dublin","drawing","pads",10.26,1,10.26
"1876",2015-01-08,2015,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"5465",2015-01-08,2015,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"6281",2015-01-08,2015,"Barakat","Portland","drawing","pads",10.26,2,20.52
"7255",2015-01-08,2015,"Ruisi","Dublin","watercolor","sheet",0.77,6,4.62
"8644",2015-01-08,2015,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"4534",2015-01-09,2015,"Patrick","Syracuse","watercolor","sheet",0.77,11,8.47
"4976",2015-01-09,2015,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"996",2015-01-10,2015,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"1082",2015-01-10,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"2461",2015-01-10,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"3163",2015-01-10,2015,"Ruisi","Dublin","watercolor","pad",12.15,3,36.45
"3499",2015-01-10,2015,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"3955",2015-01-10,2015,"Thomas","Davenport","watercolor","pad",12.15,2,24.3
"6026",2015-01-10,2015,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"6164",2015-01-10,2015,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"6541",2015-01-10,2015,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"7247",2015-01-10,2015,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"7960",2015-01-10,2015,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"8007",2015-01-10,2015,"Yue","Dublin","watercolor","pad",12.15,2,24.3
"8069",2015-01-10,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,9,6.93
"8467",2015-01-10,2015,"Thomas","Davenport","watercolor","block",19.34,2,38.68
"9321",2015-01-10,2015,"Arijit","Syracuse","drawing","roll",20.99,1,20.99
"9422",2015-01-10,2015,"Ruisi","Dublin","drawing","roll",20.99,1,20.99
"9732",2015-01-10,2015,"Mohit","Davenport","watercolor","pad",12.15,2,24.3
"3079",2015-01-11,2015,"Yue","Dublin","watercolor","sheet",0.77,12,9.24
"4372",2015-01-11,2015,"Yue","Dublin","drawing","roll",20.99,1,20.99
"7498",2015-01-11,2015,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"7546",2015-01-11,2015,"Arinjay","Portland","watercolor","sheet",0.77,8,6.16
"7636",2015-01-11,2015,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"9433",2015-01-11,2015,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"9462",2015-01-11,2015,"Yue","Dublin","watercolor","sheet",0.77,7,5.39
"668",2015-01-12,2015,"Arijit","Syracuse","watercolor","sheet",0.77,6,4.62
"2640",2015-01-12,2015,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"3794",2015-01-12,2015,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"2804",2015-01-13,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"3346",2015-01-13,2015,"Arijit","Syracuse","watercolor","sheet",0.77,7,5.39
"6690",2015-01-13,2015,"Barakat","Portland","watercolor","sheet",0.77,7,5.39
"9978",2015-01-13,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"818",2015-01-14,2015,"Mohit","Davenport","drawing","roll",20.99,1,20.99
"1297",2015-01-14,2015,"Yunzhu","Syracuse","watercolor","block",19.34,3,58.02
"1802",2015-01-14,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"2061",2015-01-14,2015,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"5570",2015-01-14,2015,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"1566",2015-01-15,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"2497",2015-01-15,2015,"Thomas","Davenport","drawing","pads",10.26,3,30.78
"2866",2015-01-15,2015,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"3398",2015-01-15,2015,"Ruisi","Dublin","watercolor","sheet",0.77,7,5.39
"5283",2015-01-15,2015,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"5503",2015-01-15,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,6,4.62
"7102",2015-01-15,2015,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"7185",2015-01-15,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"7446",2015-01-15,2015,"Yue","Dublin","watercolor","sheet",0.77,7,5.39
"3194",2015-01-16,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"4360",2015-01-16,2015,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"5436",2015-01-16,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"4890",2015-01-17,2015,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"5025",2015-01-17,2015,"Patrick","Syracuse","watercolor","sheet",0.77,10,7.7
"5075",2015-01-17,2015,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"5254",2015-01-17,2015,"Aman","Portland","drawing","pads",10.26,2,20.52
"5776",2015-01-17,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"7270",2015-01-17,2015,"Yue","Dublin","watercolor","block",19.34,1,19.34
"8248",2015-01-17,2015,"Arinjay","Portland","watercolor","sheet",0.77,9,6.93
"76",2015-01-18,2015,"Aman","Portland","watercolor","sheet",0.77,8,6.16
"2626",2015-01-18,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"3001",2015-01-18,2015,"Ran","Dublin","watercolor","sheet",0.77,6,4.62
"3101",2015-01-18,2015,"Arinjay","Portland","watercolor","sheet",0.77,7,5.39
"3946",2015-01-18,2015,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"5524",2015-01-18,2015,"Yue","Dublin","watercolor","sheet",0.77,6,4.62
"5559",2015-01-18,2015,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"6318",2015-01-18,2015,"Ran","Dublin","watercolor","sheet",0.77,11,8.47
"6404",2015-01-18,2015,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"7742",2015-01-18,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"8139",2015-01-18,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"8986",2015-01-18,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"9268",2015-01-18,2015,"Aman","Portland","drawing","pads",10.26,2,20.52
"9537",2015-01-18,2015,"Ran","Dublin","drawing","pads",10.26,1,10.26
"1504",2015-01-19,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,3,36.45
"2434",2015-01-19,2015,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"2485",2015-01-19,2015,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"2983",2015-01-19,2015,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"3316",2015-01-19,2015,"Mohit","Davenport","watercolor","roll",97.99,1,97.99
"7738",2015-01-19,2015,"Barakat","Portland","drawing","journal",24.94,1,24.94
"580",2015-01-20,2015,"Aman","Portland","watercolor","sheet",0.77,8,6.16
"716",2015-01-20,2015,"Barakat","Portland","watercolor","sheet",0.77,7,5.39
"906",2015-01-20,2015,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"1784",2015-01-20,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"4925",2015-01-20,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"5841",2015-01-20,2015,"Ruisi","Dublin","watercolor","sheet",0.77,3,2.31
"6699",2015-01-20,2015,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"7071",2015-01-20,2015,"Yue","Dublin","watercolor","block",19.34,1,19.34
"7076",2015-01-20,2015,"Ran","Dublin","watercolor","sheet",0.77,7,5.39
"7344",2015-01-20,2015,"Ran","Dublin","watercolor","roll",97.99,1,97.99
"156",2015-01-21,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"2078",2015-01-21,2015,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"2151",2015-01-21,2015,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"3034",2015-01-21,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"3829",2015-01-21,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"5758",2015-01-21,2015,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"6681",2015-01-21,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"7238",2015-01-21,2015,"Mohit","Davenport","watercolor","sheet",0.77,5,3.85
"8378",2015-01-21,2015,"Ran","Dublin","watercolor","sheet",0.77,11,8.47
"8691",2015-01-21,2015,"Arinjay","Portland","drawing","pads",10.26,2,20.52
"9465",2015-01-21,2015,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"2059",2015-01-22,2015,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"3731",2015-01-22,2015,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"5965",2015-01-22,2015,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"9584",2015-01-22,2015,"Aman","Portland","drawing","pads",10.26,1,10.26
"1981",2015-01-23,2015,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"2423",2015-01-23,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"4007",2015-01-23,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"4995",2015-01-23,2015,"Ruisi","Dublin","watercolor","sheet",0.77,4,3.08
"5036",2015-01-23,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,3,36.45
"7007",2015-01-23,2015,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"7921",2015-01-23,2015,"Ran","Dublin","drawing","journal",24.94,1,24.94
"210",2015-01-24,2015,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"480",2015-01-24,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"606",2015-01-24,2015,"Barakat","Portland","drawing","journal",24.94,1,24.94
"1171",2015-01-24,2015,"Patrick","Syracuse","watercolor","sheet",0.77,11,8.47
"2220",2015-01-24,2015,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"2367",2015-01-24,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"2422",2015-01-24,2015,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"2570",2015-01-24,2015,"Thomas","Davenport","watercolor","roll",97.99,1,97.99
"2970",2015-01-24,2015,"Aman","Portland","drawing","pads",10.26,2,20.52
"5598",2015-01-24,2015,"Qiaoli","Portland","watercolor","sheet",0.77,5,3.85
"6655",2015-01-24,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"7131",2015-01-24,2015,"Aman","Portland","drawing","pads",10.26,1,10.26
"7737",2015-01-24,2015,"Yue","Dublin","watercolor","pad",12.15,3,36.45
"7803",2015-01-24,2015,"Barakat","Portland","watercolor","block",19.34,2,38.68
"8407",2015-01-24,2015,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"8839",2015-01-24,2015,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"8894",2015-01-24,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"9616",2015-01-24,2015,"Arinjay","Portland","drawing","roll",20.99,1,20.99
"9782",2015-01-24,2015,"Aman","Portland","watercolor","pad",12.15,2,24.3
"9784",2015-01-24,2015,"Arinjay","Portland","watercolor","sheet",0.77,3,2.31
"115",2015-01-25,2015,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"642",2015-01-25,2015,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"2322",2015-01-25,2015,"Patrick","Syracuse","watercolor","sheet",0.77,3,2.31
"2451",2015-01-25,2015,"Qiaoli","Portland","watercolor","sheet",0.77,10,7.7
"2463",2015-01-25,2015,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"2505",2015-01-25,2015,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"2528",2015-01-25,2015,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"3278",2015-01-25,2015,"Barakat","Portland","drawing","sheet",0.36,8,2.88
"4738",2015-01-25,2015,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"5112",2015-01-25,2015,"Aman","Portland","watercolor","pad",12.15,2,24.3
"5251",2015-01-25,2015,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"5406",2015-01-25,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"6952",2015-01-25,2015,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"6982",2015-01-25,2015,"Arinjay","Portland","drawing","journal",24.94,2,49.88
"7353",2015-01-25,2015,"Aman","Portland","drawing","pads",10.26,2,20.52
"8616",2015-01-25,2015,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"1482",2015-01-26,2015,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"2025",2015-01-26,2015,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"3220",2015-01-26,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"4790",2015-01-26,2015,"Mohit","Davenport","drawing","roll",20.99,1,20.99
"9395",2015-01-26,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"2404",2015-01-27,2015,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"5539",2015-01-27,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"6269",2015-01-27,2015,"Aman","Portland","watercolor","sheet",0.77,9,6.93
"9308",2015-01-27,2015,"Barakat","Portland","drawing","sheet",0.36,15,5.4
"2502",2015-01-28,2015,"Patrick","Syracuse","watercolor","pad",12.15,3,36.45
"3213",2015-01-28,2015,"Arinjay","Portland","watercolor","pad",12.15,2,24.3
"4519",2015-01-28,2015,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"5501",2015-01-28,2015,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"7120",2015-01-28,2015,"Qiaoli","Portland","drawing","roll",20.99,1,20.99
"7937",2015-01-28,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"2648",2015-01-29,2015,"Yue","Dublin","drawing","journal",24.94,1,24.94
"5224",2015-01-29,2015,"Qiaoli","Portland","drawing","roll",20.99,1,20.99
"5787",2015-01-29,2015,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"6755",2015-01-29,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"8104",2015-01-29,2015,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"8814",2015-01-29,2015,"Barakat","Portland","drawing","roll",20.99,1,20.99
"9801",2015-01-29,2015,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"4513",2015-01-30,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,15,11.55
"8948",2015-01-30,2015,"Patrick","Syracuse","watercolor","sheet",0.77,4,3.08
"876",2015-01-31,2015,"Ran","Dublin","watercolor","sheet",0.77,4,3.08
"1419",2015-01-31,2015,"Mohit","Davenport","drawing","pads",10.26,3,30.78
"3098",2015-01-31,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"3818",2015-01-31,2015,"Aman","Portland","drawing","pads",10.26,4,41.04
"3834",2015-01-31,2015,"Mohit","Davenport","drawing","pads",10.26,2,20.52
"4377",2015-01-31,2015,"Barakat","Portland","drawing","pads",10.26,2,20.52
"4489",2015-01-31,2015,"Patrick","Syracuse","watercolor","pad",12.15,2,24.3
"4725",2015-01-31,2015,"Aman","Portland","watercolor","sheet",0.77,7,5.39
"5148",2015-01-31,2015,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"5357",2015-01-31,2015,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"5890",2015-01-31,2015,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"7141",2015-01-31,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"9881",2015-01-31,2015,"Aman","Portland","drawing","pads",10.26,1,10.26
"39",2015-02-01,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,8,6.16
"1075",2015-02-01,2015,"Ruisi","Dublin","watercolor","sheet",0.77,5,3.85
"1152",2015-02-01,2015,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"1394",2015-02-01,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"1793",2015-02-01,2015,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"3007",2015-02-01,2015,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"4451",2015-02-01,2015,"Aman","Portland","watercolor","sheet",0.77,8,6.16
"5243",2015-02-01,2015,"Aman","Portland","watercolor","sheet",0.77,3,2.31
"5514",2015-02-01,2015,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"7862",2015-02-01,2015,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"8131",2015-02-01,2015,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"8338",2015-02-01,2015,"Yue","Dublin","watercolor","block",19.34,1,19.34
"8994",2015-02-01,2015,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"841",2015-02-02,2015,"Yunzhu","Syracuse","watercolor","block",19.34,2,38.68
"1239",2015-02-02,2015,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"1265",2015-02-02,2015,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"1492",2015-02-02,2015,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"8945",2015-02-02,2015,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"9040",2015-02-02,2015,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"9087",2015-02-02,2015,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"913",2015-02-03,2015,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"2327",2015-02-03,2015,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"4391",2015-02-03,2015,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"4498",2015-02-03,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"5576",2015-02-03,2015,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"6524",2015-02-03,2015,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"971",2015-02-04,2015,"Mohit","Davenport","watercolor","pad",12.15,2,24.3
"1696",2015-02-04,2015,"Arijit","Syracuse","watercolor","block",19.34,2,38.68
"2238",2015-02-04,2015,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"4230",2015-02-04,2015,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"9538",2015-02-04,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"29",2015-02-05,2015,"Yue","Dublin","drawing","roll",20.99,1,20.99
"1007",2015-02-05,2015,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"3748",2015-02-05,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,6,4.62
"7010",2015-02-05,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"7221",2015-02-05,2015,"Aman","Portland","watercolor","sheet",0.77,8,6.16
"8485",2015-02-05,2015,"Qiaoli","Portland","watercolor","sheet",0.77,9,6.93
"9498",2015-02-05,2015,"Thomas","Davenport","watercolor","sheet",0.77,9,6.93
